no,nomor_ruas,nama_ruas,lingkungan,kelurahan,kecamatan,panjang,lebar,kondisi_jalan,perkerasan,prosentase_kerusakan,keterangan_utilitas,kubikasi_ruas
1,902,JLN PUNTODEWO GG I,JATEN,KADEMANGAN,KADEMANGAN,127.76,4,Rusak Ringan,Beton,20,Saluran air tertutup setengah ruas,2555.2
2,903,JLN PUNTODEWO GG 2,JATEN,KADEMANGAN,KADEMANGAN,72.47,2,Sedang,Beton,5,Tidak ada utilitas,724.7
3,904,JL PUNTODEWO GG 3,JANTEN,KADEMANGAN,KADEMANGAN,68.85,3.5,Rusak Berat,Beton,50,Tidak ada utilitas,1204.875
4,905,JLN PUNTODEWO GG 4,JANTEN,KADEMANGAN,KADEMANGAN,55.83,2.5,Rusak Berat,Tanah,100,Tidak ada utilitas,697.875
5,908,JL. BOLODEWO,JATEN,KADEMANGAN,KADEMANGAN,625.67,4.5,Baik,HotMix,50,Saluran Air,14077.575
6,914,JL. BOLODEWO,JATEN,KADEMANGAN,KADEMANGAN,480.41,4.5,Baik,Paving,0,1 saluran air,10809.225
7,919,JL. GANG BUNTU RT 1/RW 1,JATEN,KADEMANGAN,KADEMANGAN,84.02,2,Sedang,Beton,5,tidak ada utilitas,840.2
8,917,JL. RT 1/RW 1 GANG 2,JANTEN,KADEMANGAN,KADEMANGAN,215.77,4,Baik,Paving,0,Tidak ada utilitas,4315.4
9,918,JLN SAWAH,JANTEN,KADEMANGAN,KADEMANGAN,237.33,3.5,Rusak Ringan,Lapen,20,1 saluran air,4153.275
10,916,JL. RT 2/RW 1 GANG 1,JATEN,KADEMANGAN,KADEMANGAN,210.1,4,Baik,Paving,0,Tidak ada utilitas,4202
11,915,JL. RT 2/RW 1,JATEN,KADEMANGAN,KADEMANGAN,820.14,3.5,Rusak Berat,Lapen,60,1 saluran air,14352.45
12,967,JL. BATAS DESA DAWUHAN,JATISARI,KADEMANGAN,KADEMANGAN,303.16,3.3,Rusak Ringan,Lapen,30,Terdapat saluran air sebelah kiri ruas jalan,5002.14
13,907,JL. GANG BUNTU 2 RT 3/ RW 1,JATEN,KADEMANGAN,KADEMANGAN,41.26,3,Baik,Paving,0,Tidak ada saluran air,618.9
14,913,JL. RT 3/ RW 1,JATEN,KADEMANGAN,KADEMANGAN,547.23,5.5,Sedang,Lapen,10,2 saluran air,15048.825
15,966,JL. GANG RT 4/RW 7,JATISARI,KADEMANGAN,KADEMANGAN,50.67,2.1,Rusak Ringan,Beton,30,Tidak terdapat saluran air,532.035
16,906,JL. GANG ARJUNA 1 RT 1/RW 2,JATEN,KADEMANGAN,KADEMANGAN,57,2.5,Rusak Berat,Beton,100,Tidak ada saluran air,712.5
17,924,JL. NAKULA GANG 4 RT 1/RW 5,KRAJAN,KADEMANGAN,KADEMANGAN,278.87,2,Baik,Lapen,20,Tidak ada saluran air,2788.7
18,965,JL. SOKO SMP,JATISARI,KADEMANGAN,KADEMANGAN,282.15,4.1,Baik,HotMix,0,Terdapat saluran air sebelah kiri ruas jalan,5784.075
19,920,JL. NAKULA RT 5/RW 2,JATEN,KADEMANGAN,KADEMANGAN,851.53,2.5,Sedang,Lapen,30,2 saluran air tanah,10644.125
20,921,JL. NAKULA,KRAJAN,KADEMANGAN,KADEMANGAN,252.81,6,Baik,Lapen,20,1 saluran air tertutup,7584.3
21,118,JLN IROWANGSAN,IV KREBET,SRENGAT,SRENGAT,326.78,2.5,Rusak Berat,Tanah,100,Tidak ada drainase,4084.75
22,925,JL. NAKULA GANG 5,KRAJAN,KADEMANGAN,KADEMANGAN,242.6,2,Baik,Lapen,0,Tidak ada saluran air,2426
23,911,JL. SADEWA GANG 3 RT 4/RW 2,JATEN,KADEMANGAN,KADEMANGAN,37.11,3,Rusak Berat,Tanah,100,Tidak ada saluran air,556.65
24,964,JL. RT 4/RW 7,JATISARI,KADEMANGAN,KADEMANGAN,515.94,2.7,Sedang,Beton,40,Terdapat saluran air sebelah kanan ruas jalan,6965.19
25,926,JL. NAKULA GANG 6 RT 5/RW 2,KRAJAN,KADEMANGAN,KADEMANGAN,230.12,2.5,Sedang,Lapen,5,Tidak ada saluran air,2876.5
26,923,JL. NAKULA GANG 3 RT 1/RW 5,KRAJAN,KADEMANGAN,KADEMANGAN,54.46,2,Rusak Berat,Tanah,100,Tidak ada saluran air,544.6
27,922,JL. NAKULA GANG 2 RT 1/RW 5,KRAJAN,KADEMANGAN,KADEMANGAN,46.57,2,Rusak Berat,Tanah,100,Tidak ada saluran air,465.7
28,927,JL. NAKULA GANG MASJID,KRAJAN,KADEMANGAN,KADEMANGAN,131.19,2,Sedang,Lapen,10,Tidak ada saluran air,1311.9
29,961,JL. MI JATISARI,JATISARI,KADEMANGAN,KADEMANGAN,916.16,2.7,Sedang,Lapen,50,Terdapat saluran air di sebelah kanan ruas jalan,12368.16
30,928,JL. MASJID,KRAJAN,KADEMANGAN,KADEMANGAN,98.87,6.5,Baik,Paving,0,2 saluran air beton,3213.275
31,131,JL. FLAMBOYAN,BENING,TOGOGAN,SRENGAT,205.4,2.5,Rusak Berat,Lapen,60,Drainase tidak ada,2567.5
32,962,JLN GG MI JATISARI,JATISARI,KADEMANGAN,KADEMANGAN,164.5,2.2,Sedang,Paving,30,Tidak terdapat saluran air,1809.5
33,132,JL. BAITUS SALAM,BENING,TOGOGAN,SRENGAT,824.38,3,Sedang,HotMix,30,Saluran pas batu kali,12365.7
34,960,JL. JENDRAL SUDIRMAN,JATISARI,KADEMANGAN,KADEMANGAN,669.37,4.7,Sedang,HotMix,40,Terdapat saluran air sebelah kiri ruas jalan,15730.195
35,134,JL. TAPAK DORO,BENING,TOGOGAN,SRENGAT,247.25,3.2,Rusak Ringan,Lapen,60,Drainase pangkal sisi kiri. Ujung sisi kanan,3956
36,126,JL. KAMBOJA,BENING,TOGOGAN,SRENGAT,530.43,2.9,Rusak Ringan,Lapen,40,Drainase pas batu kali pangkal. Drainase tanah ujung,7691.235
37,963,JL. GANG MASJID MI RT 3/RW 7,JATISARI,KADEMANGAN,KADEMANGAN,175.05,2.7,Rusak Berat,Lapen,60,Tidak terdapat saluran air,2363.175
38,909,JL. SADEWA GANG 1 RT 3/RW 2,JATEN,KADEMANGAN,KADEMANGAN,109.4,2.5,Baik,Paving,0,Tidak ada saluran air,1367.5
39,912,JL. SADEWA GANG BUNTU RT 4/RW 2,JATEN,KADEMANGAN,KADEMANGAN,84.27,3,Baik,Beton,0,Tidak ada saluran air,1264.05
40,910,JL. SADEWA GANG 1 RT 4/RW 2,JATEN,KADEMANGAN,KADEMANGAN,235.53,3,Baik,Lapen,0,1 saluran air dikanan ruas,3532.95
41,933,JALAN TRISULA,KADEMANGAN,KADEMANGAN,KADEMANGAN,83.45,2,Sedang,Paving,20,Tidak ada saluran air,834.5
42,932,JL. TRISULA,KRAJAN,KADEMANGAN,KADEMANGAN,1637.94,8.5,Sedang,HotMix,0,Tidak ada saluran air,69612.45
43,934,JL. TRISULA GANG 2 TK,KRAJAN,KADEMANGAN,KADEMANGAN,71.49,2.5,Sedang,Beton,20,Tidak ada saluran air,893.625
44,937,JL. TRISULA GANG 4 RT 3/RW 2,KRAJAN,KADEMANGAN,KADEMANGAN,92.6,2.5,Sedang,Beton,50,Tidak ada saluran air,1157.5
45,935,JL. TRISULA GANG 3 RT 3/RW 3,KRAJAN,KADEMANGAN,KADEMANGAN,104.36,2.5,Sedang,Beton,0,Tidak ada saluran air,1304.5
46,938,JL. GATOTKACA GANG 1 RT 3/RW 3,KRAJAN,KADEMANGAN,KADEMANGAN,238.03,3.5,Baik,Paving,0,Tidak ada saluran air,4165.525
47,939,JL. GATOTKACA GANG 2 RT 2/RW 3,KRAJAN,KADEMANGAN,KADEMANGAN,153.56,3,Baik,Paving,0,Tidak ada saluran air,2303.4
48,133,JLN. MELATI,BENING,TOGOGAN,SRENGAT,217.15,2.5,Rusak Ringan,Paving,40,Saluran pas batako dasar tanah,2714.375
49,957,JL. MANGGAR GANG RT 3/RW 6,JATISARI,KADEMANGAN,KADEMANGAN,103.26,3,Sedang,HotMix,20,Saluran air tertutup di kanan ruas,1548.9
50,127,JL. MAWAR,BENING,TOGOGAN,SRENGAT,193.72,2.4,Rusak Ringan,Lapen,30,Tidak ada drainase,2324.64
51,940,JL. SENTIAKI GANG 1 RT 1/ RT 4,KRAJAN,KADEMANGAN,KADEMANGAN,197.36,3,Baik,Beton,0,Tidak ada saluran air,2960.4
52,130,JLN TULIP,TOGOGAN,TOGOGAN,SRENGAT,85.89,2.8,Rusak Ringan,Lapen,40,Drainase tidak ad,1202.46
53,941,JL. SENTIAKI GANG 1 RT 2/RW 4,KRAJAN,KADEMANGAN,KADEMANGAN,56.55,3,Sedang,Beton,50,Tidak ada saluran air,848.25
54,129,JL. ANYELIR,BENING,TOGOGAN,SRENGAT,218.29,2.7,Sedang,Lapen,20,Tidak ada drainase,2946.915
55,128,JL. ANGGREK,BENING,TOGOGAN,SRENGAT,138.8,2.35,Rusak Ringan,Lapen,20,Tidak ad drainase,1630.9
56,942,JL. GANG KAMPUNG BARU RT 3/RW 4,KRAJAN,KADEMANGAN,KADEMANGAN,98.28,3,Baik,Beton,0,1 saluran air di kanan ruas,1474.2
57,63,GG KAMBOJA SAWAH,SRENGAT II,SRENGAT,SRENGAT,468.4,2.5,Sedang,Beton,10,Tidak ada drainase,5855
58,943,JL. BATAS DESA RT 3/RW 4,KRAJAN,KADEMANGAN,KADEMANGAN,264.6,4,Baik,Beton,0,Tidak ada saluran air,5292
59,946,JLN BATAS DESA,KRAJAN,KADEMANGAN,KADEMANGAN,362.45,3,Baik,Beton,50,Tidak ada saluran air,5436.75
60,70,GENDERAN GG 4,SRENGAT II,SRENGAT,SRENGAT,207.18,2.7,Sedang,Lapen,20,Drainase batu kali,2796.93
61,958,JL. MANGGAR GANG MASJID RT 3/RW 6,JATISARI,KADEMANGAN,KADEMANGAN,224.28,2.6,Baik,Lapen,0,Terdapat saluran air di sebelah kiri ruas jalan,2915.64
62,944,JL. KRESNA GANG 1 RT 4/RW 4,KRAJAN,KADEMANGAN,KADEMANGAN,217.98,2.5,Sedang,HotMix,0,2 saluran air,2724.75
63,945,JL. KRESNA GANG 2 RT 5/RW 4,KRAJAN,KADEMANGAN,KADEMANGAN,263.13,4,Baik,HotMix,0,Saluran sebelah kana tertutup dan sebelah kiri terbuka,5262.6
64,145,JL. SENTOSA,BENING,TOGOGAN,SRENGAT,196.61,3,Baik,HotMix,0,Drainase tertutub,2949.15
65,123,JL. KEMBAR,KENDAL DOYONG,TOGOGAN,SRENGAT,623.31,3,Baik,HotMix,0,Drainase batu kali rusak,9349.65
66,959,JL. MANGGAR GANG 2 RT 3/RW 6,JATISARI,KADEMANGAN,KADEMANGAN,100.04,2.5,Sedang,Beton,50,Tidak terdapat saluran air,1250.5
67,150,JL. BOLODEWO,KENDAL DOYONG,TOGOGAN,SRENGAT,337.35,2.75,Rusak Ringan,Lapen,45,Drainase dari ujung sampai tengah di tengah panjng ruas,4638.5625
68,930,JL. ABIMAYU GANG 1,KRAJAN,KADEMANGAN,KADEMANGAN,167.82,2,Baik,HotMix,0,Tidak ada saluran air,1678.2
69,931,JL. ABIMAYU GANG 2,KRAJAN,KADEMANGAN,KADEMANGAN,258.58,3.5,Sedang,HotMix,10,2 saluran air di kanan dan kiri ruas,4525.15
70,148,JL. MULIA,KENDAL DOYONG,TOGOGAN,SRENGAT,198.81,2.5,Rusak Berat,Lapen,60,Tidak ad drainase,2485.125
71,954,JL. MANGGAR GANG 2 RT 2/ RW 6,KRAJAN,KADEMANGAN,KADEMANGAN,432.82,2.8,Rusak Ringan,Lapen,20,Terdapat saluran air sebelah kiri ruas jalan,6059.48
72,147,RT/RW 04/01,KENDAL DOYONG,TOGOGAN,SRENGAT,118.55,2.5,Rusak Ringan,Lapen,40,Drainase batu kali,1481.875
73,929,JL. ABIMAYU,KRAJAN,KADEMANGAN,KADEMANGAN,836.67,3.5,Sedang,HotMix,40,Tidak ada saluran air,14641.725
74,146,JL. BERKAH,KENDAL DOYONG,TOGOGAN,SRENGAT,197.47,2.7,Sedang,Lapen,15,Drainase pas batako,2665.845
75,69,GG GENDERAN III,SRENGAT II,SRENGAT,SRENGAT,209.08,2.7,Rusak Ringan,Lapen,20,Drainase pas batako,2822.58
76,950,JL. ASRI GANG 3 RT 3/RW 6,JATISARI,KADEMANGAN,KADEMANGAN,107.67,2.2,Baik,Paving,0,Terdapat saluran air di sebelah kiri ruas jalan,1184.37
77,936,JL. TRISULA GANG BUNTU RT 5/RW 4,KRAJAN,KADEMANGAN,KADEMANGAN,372.95,3,Sedang,HotMix,10,Saluran air disebelah kanan ruas,5594.25
78,948,JL. ASRI GANG 1 RT 1/RW 6,JATISARI,KADEMANGAN,KADEMANGAN,246.47,2.7,Rusak Ringan,Beton,25,Terdapat saluran air di sebelah kanan ruas jalan,3327.345
79,951,JL. MAKAM KLECE,JATISARI,KADEMANGAN,KADEMANGAN,44.84,2.7,Baik,Lapen,0,Tidak terdapat saluran air,605.34
80,949,JL. ASRI GANG 2 RT 1/RW 6,JATISARI,KADEMANGAN,KADEMANGAN,67.71,2.2,Rusak Ringan,Beton,30,Tidak terdapat saluran air,744.81
81,947,JL. ASRI,JATISARI,KADEMANGAN,KADEMANGAN,895.83,2.7,Rusak Ringan,Lapen,30,Terdapat saluran air di sebelah kanan dan kiri ruas jalan,12093.705
82,956,JLN GG MANGGAR,KRAJAN,KADEMANGAN,KADEMANGAN,234.44,2.2,Rusak Ringan,Paving,25,Tidak terdapat saluran air,2578.84
83,953,JL. MANGGAR GANG 1 RT 2/ RW 6,KRAJAN,KADEMANGAN,KADEMANGAN,258.22,2.9,Rusak Ringan,Lapen,30,Terdapat saluran air di sebelah kanan ruas jalan,3744.19
84,955,BATAS DESA SUMBERJATI,KRAJAN,KADEMANGAN,KADEMANGAN,174.65,2.4,Baik,Paving,0,Tidak terdapat saluran air,2095.8
85,952,JL. MANGGAR,KRAJAN,KADEMANGAN,KADEMANGAN,721.73,4,Baik,Lapen,0,Terdapat saluran air sebelah kiri dan kanan ruas jalan,14434.6
86,125,JL. GEMAH,BENING,TOGOGAN,SRENGAT,242.12,3.05,Baik,HotMix,0,Drainase kiri dan kanan,3692.33
87,604,JALAN BABADAN,NGLEGOK 1,NGLEGOK,NGLEGOK,467.35,3.5,Baik,Lapen,0,Terdapat saluran air di sebelah kanan ruas jalan,8178.625
88,124,RT/RW 03/01,KENDAL DOYONG,TOGOGAN,SRENGAT,293.62,2.2,Rusak Berat,Lapen,50,Drainase sisi kiri,3229.82
89,149,RT/ RW 03/01,KENDAL DOYONG,TOGOGAN,SRENGAT,213.12,2.8,Sedang,Paving,20,Tdk ad drainase,2983.68
90,619,JALAN LAPANGAN,NGLEGOK 1,NGLEGOK,NGLEGOK,333.23,3.5,Rusak Ringan,Lapen,20,Terdapat saluran air di sebelah kanan ruas jalan,5831.525
91,143,JL. SEPAKAT,KENDAL DOYONG,TOGOGAN,SRENGAT,110.9,2.2,Rusak Berat,Lapen,60,Tdk ad drainase,1219.9
92,144,JL. GUYUB RUKUN,KENDAL DOYONG,TOGOGAN,SRENGAT,134.45,2.7,Rusak Berat,Lapen,60,Drainase sisi kanan,1815.075
93,,,,,,0,0,,,,,0
94,636,GANG HASIM,SELOREJO,NGLEGOK,NGLEGOK,350.81,2.5,Sedang,Beton,30,Tidak ada saluran air,4385.125
95,594,JALAN SADAR JAYA,NGLEGOK 2,NGLEGOK,NGLEGOK,515.14,2.5,Sedang,Beton,50,Terdapat saluran air di sebelah kiri ruas jalan,6439.25
96,67,JLN GENDERAN GG I,SRENGAT II,SRENGAT,SRENGAT,80.48,3.5,Rusak Ringan,Paving,20,Tdk ad drainase,1408.4
97,635,GANG MUSTOFA,SELOREJO,NGLEGOK,NGLEGOK,209.31,2.5,Rusak Ringan,Beton,50,Tidak ada saluran air,2616.375
98,68,JLN GENDERAN GG II,SRENGAT II,SRENGAT,SRENGAT,143.53,2.8,Baik,HotMix,0,Tidak ad drainase,2009.42
99,80,JLN CEMARA,SRENGAT II,SRENGAT,SRENGAT,678.5,3.6,Rusak Berat,Lapen,30,Pangkal saluran sisi kanan . Ujung sungai sisi kiri,12213
100,591,JALAN SAPARJOYO,KARANGANOM,NGLEGOK,NGLEGOK,728.77,3,Rusak Ringan,Lapen,20,Saluran air berada di kiri ruas jalan,10931.55
101,600,JALAN BAHAGIA,NGLEGOK 2,NGLEGOK,NGLEGOK,1453.32,2,Rusak Ringan,Lapen,50,Tidak ada saluran air,14533.2
102,595,JALAN KEMAT SANTOSO,KARANGANOM,NGLEGOK,NGLEGOK,1217.55,3.5,Rusak Berat,Lapen,70,Saluran air berada di kanan kalan,21307.125
103,66,JLN CEMARA GG II,SRENGAT II,SRENGAT,SRENGAT,135.5,2,Sedang,Paving,10,Tidak ad drainase,1355
104,597,JALAN SUCIPTO,KEDUNGWARU,NGLEGOK,NGLEGOK,502.16,3,Rusak Ringan,Lapen,50,Tidak ada saluran air,7532.4
105,65,JLN CENDANA GG I,SRENGAT II,SRENGAT,SRENGAT,140.63,2.3,Sedang,Lapen,10,Drainase tertutub sisi kir,1617.245
106,620,JALAN MASJID,NGLEGOK 2,NGLEGOK,NGLEGOK,337.82,2.5,Sedang,Beton,20,Terdapt saluran air di kanan ruas,4222.75
107,617,JALAN MARTOIJOYO,KARANGANOM,NGLEGOK,NGLEGOK,321.08,3.5,Sedang,Lapen,20,Tidak ada saluran air,5618.9
108,618,JALAN MUKIRAN,KEDUNGWARU,NGLEGOK,NGLEGOK,535.12,3.5,Rusak Berat,Lapen,80,Terdapat saluran air di sebelah kiri ruas jalan,9364.6
109,596,JALAN WARU,KEDUNGWARU,NGLEGOK,NGLEGOK,371.77,2.5,Rusak Berat,Beton,70,Tidak terdapat saluran air,4647.125
110,622,JALAN MOENTONO,KARANGANOM,NGLEGOK,NGLEGOK,449.51,2.5,Sedang,Lapen,30,Tidak ada saluran air,5618.875
111,64,JLN CEMPAKA,SRENGAT II,SRENGAT,SRENGAT,740.19,5.4,Sedang,HotMix,5,Kiri drainase tertutub,19985.13
112,629,GANG RIZAL,NGLEGOK 2,NGLEGOK,NGLEGOK,332.84,2.5,Sedang,Beton,15,Tidak ada saluran air,4160.5
113,54,JLN GG CEMPAKA,SRENGAT,SRENGAT,SRENGAT,132.74,2.3,Rusak Ringan,Paving,20,Sungai sebelah kanan,1526.51
114,71,JLN MENUR,SRENGAT II,SRENGAT,SRENGAT,337.3,3.1,Rusak Berat,Lapen,20,Tidak ad drainase,5228.15
115,593,JALAN MAKARYAN,NGLEGOK 2,NGLEGOK,NGLEGOK,713.89,3,Sedang,Lapen,40,Saluran air berafa di kanan dan kiri ruas jalan,10708.35
116,603,JALAN MAKAM SELOREJO,SELOREJO,NGLEGOK,NGLEGOK,974.43,3,Rusak Ringan,Lapen,50,Terdapat 1 saluran air di kanan ruas jalan,14616.45
117,628,GANG HARIYONO,KARANGANOM,NGLEGOK,NGLEGOK,265.74,2,Rusak Ringan,Beton,20,Tidak ada saluran air,2657.4
118,76,JLN KERANTIL,SRENGAT II,SRENGAT,SRENGAT,352.78,3,Rusak Berat,Lapen,10,Td ad drainase,5291.7
119,601,JALAN PERTANIAN,SELOREJO,NGLEGOK,NGLEGOK,689.8,3,Sedang,Lapen,20,Terdapat 2 saluran air yang sebelah kiri terbuka dan sebelah kanan tertutup,10347
120,602,JALAN PESANTREN,SELOREJO,NGLEGOK,NGLEGOK,574.38,3,Sedang,Lapen,20,Terdapat 1 saluran air disebelah kiri ruas,8615.7
121,74,JLN KERANTIL GG I,SRENGAT II,SRENGAT,SRENGAT,195.15,2,Sedang,Paving,10,Tdk ad drainase,1951.5
122,592,JALAN ENGKRAM,KARANGANOM,NGLEGOK,NGLEGOK,234.42,3,Rusak Ringan,Lapen,20,Saluran air berada di kiri ruas jalan,3516.3
123,75,JLN KERANTIL GG I,SRENGAT II,SRENGAT,SRENGAT,197.78,3,Sedang,Paving,10,Td ad drainase,2966.7
124,77,JLN GG KRANTIL I,SRENGAT II,SRENGAT,SRENGAT,142.9,2,Rusak Ringan,Paving,10,Sungai sisi kanan,1429
125,598,JALAN LANCAR,NGLEGOK 2,NGLEGOK,NGLEGOK,674.47,3,Sedang,Lapen,20,Tidak ada saluran air,10117.05
126,78,JLN MELATI,SRENGAT II,SRENGAT,SRENGAT,358.51,2,Rusak Ringan,Lapen,40,Kanan drainase tertutub,3585.1
127,590,JALAN SENGON,PALULO,NGLEGOK,NGLEGOK,656.84,3.5,Rusak Ringan,Lapen,20,Saluran air berada di kiri jalan,11494.7
128,79,JLN CENDANA,SRENGAT II,SRENGAT,SRENGAT,308.6,2.8,Rusak Berat,Lapen,10,Drainase sisi kanan,4320.4
129,627,GANG MEDURAN,PALULO,NGLEGOK,NGLEGOK,135.25,3,Rusak Berat,Lapen,80,Tidak ada saluran air,2028.75
130,73,JLN CENDANA GG II,SRENGAT II,SRENGAT,SRENGAT,100.62,1.3,Baik,Beton,0,Drainase di tengah jalan,654.03
131,72,JLN CENDANA GG I,SRENGAT II,SRENGAT,SRENGAT,100.62,2,Sedang,Paving,30,Tdk ad drainase,1006.2
132,626,GANG KAMBING,PALULO,NGLEGOK,NGLEGOK,294.4,2.5,Sedang,Beton,50,Tidak ada saluran air,3680
133,81,JLN MASJID,SRENGAT II,SRENGAT,SRENGAT,231.16,2.8,Rusak Berat,Lapen,40,Tdk ad drainase,3236.24
134,634,GANG TEWEL/JALAN BANARAN,NGLEGOK 2,NGLEGOK,NGLEGOK,172.99,3.5,Rusak Ringan,Lapen,50,Tidak ada saluran air,3027.325
135,637,GANG ZAID,SELOREJO,NGLEGOK,NGLEGOK,201.55,4,Sedang,Paving,20,Tidak ada saluran air,4031
136,612,JALAN A. YANI,NGLEGOK 1,NGLEGOK,NGLEGOK,329.39,3,Baik,Lapen,0,Tidak ada saluran air,4940.85
137,625,GANG SISWANI,SUMBERWUNGU,NGLEGOK,NGLEGOK,58.02,2.5,Sedang,Beton,50,Tidak ada saluran air,725.25
138,614,JALAN SASTRO GENDUT,NGLEGOK 1,NGLEGOK,NGLEGOK,304.1,4,Baik,Lapen,0,1 salura air tertutup disebelah disebelah kiri ruas,6082
139,638,GANG WIKO,NGLEGOK 1,NGLEGOK,NGLEGOK,210.35,2,Rusak Berat,Tanah,100,Tidak ada saluran air,2103.5
140,611,JALAN RA. KARTINI,NGLEGOK 1,NGLEGOK,NGLEGOK,200.38,3,Baik,Lapen,0,1 saluran air disebelah kiri ruas,3005.7
141,615,JALAN NGLEGOK-MODANGAN,NGLEGOK 1,NGLEGOK,NGLEGOK,304.21,3,Baik,HotMix,0,Tidak ada saluran air,4563.15
142,624,GANG CENGKUK,PALULO,NGLEGOK,NGLEGOK,219.71,2,Rusak Berat,Beton,70,Tidak ada saluran air,2197.1
143,639,GANG PURWANTO (GANG TANEN),NGLEGOK 1,NGLEGOK,NGLEGOK,182.21,3,Sedang,Paving,20,Terdapat 1 saluran air disebelah kanan ruas,2733.15
144,588,JALAN WUNGU,PALULO,NGLEGOK,NGLEGOK,1270.1,3.5,Sedang,Lapen,40,Saluran air berada di kiri jalan,22226.75
145,610,JALAN PRAMUKA,NGLEGOK 1,NGLEGOK,NGLEGOK,150.79,3,Baik,HotMix,0,Terdapat 1 saluran air disebelah kiri ruas,2261.85
146,621,JALAN BAMBU,PALULO,NGLEGOK,NGLEGOK,112.86,3.5,Rusak Ringan,Lapen,20,Saluran air berada di kiri jalan,1975.05
147,613,JALAN SUBAGYO,NGLEGOK 1,NGLEGOK,NGLEGOK,480.19,2.5,Baik,Lapen,0,Tidak ada saluran air,6002.375
148,616,JALAN PUNOKAWAN,PALULO,NGLEGOK,NGLEGOK,220.46,3.5,Rusak Ringan,Lapen,20,Tidak ada saluran air,3858.05
149,608,JALAN TEMBUSAN,NGLEGOK 1,NGLEGOK,NGLEGOK,133.55,3,Baik,Lapen,0,1 saluran air tertutup disebelah kiri ruas,2003.25
150,623,GANG BITING,PALULO,NGLEGOK,NGLEGOK,111.75,2.5,Baik,Beton,10,Saluran air di kanan ruas jalan,1396.875
151,607,JALAN SEMEDI,NGLEGOK 1,NGLEGOK,NGLEGOK,92.98,3,Baik,Lapen,0,1 saluran air disebelah kiri ruas,1394.7
152,589,JALAN BENDO,PALULO,NGLEGOK,NGLEGOK,881.75,3.5,Sedang,Lapen,50,Saluran air berada di kiri jalan,15430.625
153,609,JALAN WALUYO,NGLEGOK 1,NGLEGOK,NGLEGOK,570.67,3,Sedang,Beton,0,1 saluran air di sebelah kiri ruas,8560.05
154,633,GANG POTLOT,NGLEGOK 1,NGLEGOK,NGLEGOK,106.45,3,Rusak Ringan,Beton,50,Tidak ada saluran air,1596.75
155,606,JALAN NIAGA,NGLEGOK 1,NGLEGOK,NGLEGOK,253.69,3,Baik,Lapen,0,Tidak ada saluran air,3805.35
156,605,JALAN MAKMUR,NGLEGOK 1,NGLEGOK,NGLEGOK,295.09,3,Rusak Ringan,Lapen,50,Tidak ada saluran air,4426.35
157,631,GANG KOCAK,NGLEGOK 1,NGLEGOK,NGLEGOK,121.46,2.5,Sedang,Beton,20,Tidak ada saluran air,1518.25
158,632,GANG BODOHAN,NGLEGOK 1,NGLEGOK,NGLEGOK,287.52,3,Sedang,Lapen,20,Tidak ada saluran air,4312.8
159,630,GANG COMSUN,NGLEGOK 2,NGLEGOK,NGLEGOK,253.13,2,Baik,Beton,0,Tidak ada saluran air,2531.3
160,599,JALAN SULAIMAN,NGLEGOK 2,NGLEGOK,NGLEGOK,1346.11,3,Baik,HotMix,0,Tidak ada saluran air,20191.65
161,"1,473",JALAN BENGKOK,TAWANGSARI,TAWANGSARI,GARUM,535.53,3,Rusak Berat,Tanah,100,Ada saluran air di kanan dan kiri,8032.95
162,"1,474",GANG SEDET,TAWANGSARI,TAWANGSARI,GARUM,43.82,2.5,Rusak Berat,Tanah,100,Tidak ada saluran air,547.75
163,50,JLN TANGSI,SRENGAT I,SRENGAT,SRENGAT,877.72,4,Baik,HotMix,0,Sungai di sisi kiri,17554.4
164,51,GG TANGSI I,SRENGAT I,SRENGAT,SRENGAT,142.1,2.5,Sedang,Paving,10,Ada saluran air di kiri jalan,1776.25
165,"1,475",JALAN ANYAR,TAWANGSARI,TAWANGSARI,GARUM,123.82,3.5,Rusak Berat,Tanah,100,Tidak ada saluran air,2166.85
166,52,JLN BONG CINO,SRENGAT I,SRENGAT,SRENGAT,1201.33,3,Rusak Berat,Lapen,50,Drainase sebelah kiri,18019.95
167,"1,428",JALAN DAM,TAWANGBRAK,TAWANGSARI,GARUM,231.39,3,Sedang,Lapen,40,Saluran air disebelah kanan,3470.85
168,"1,484",GANG RUKUN,TAWANGSARI,TAWANGSARI,GARUM,143.9,2.5,Baik,Lapen,0,Terdapat 1 saluran air disebelah kanan ruas,1798.75
169,"1,459",JALAN FLAMBOYAN,TAWANGSARI,TAWANGSARI,GARUM,724.48,2.5,Baik,Lapen,0,Terdapat 2 saluran air dikiri dan kanan ruas,9056
170,48,JLN NUSA INDAH,SRENGAT I,SRENGAT,SRENGAT,376.04,4,Baik,HotMix,0,Tdk ad drainase,7520.8
171,"1,483",GANG GUYUB,TAWANGSARI,TAWANGSARI,GARUM,120,1.5,Rusak Berat,Tanah,100,Tidak ada saluran air,900
172,"1,425",JALAN MASJID,TAWANGBRAK,TAWANGSARI,GARUM,281.09,3,Sedang,Lapen,20,Saluran air di kiri jalan,4216.35
173,"1,482",GANG TENTREM,TAWANGSARI,TAWANGSARI,GARUM,81.07,2,Rusak Berat,Tanah,100,Terdapat 1 saluran air di sebelah kanan ruas,810.7
